year,month,lat,lng,probability
0,4,-41,40,0.00557
0,4,-41,41,0.00324
0,4,-41,42,0.00428
0,4,-41,43,0.00232
0,4,-41,44,0.00516
0,4,-41,45,0.00060
0,4,-41,46,0.00196
0,4,-41,47,0.00392
0,4,-41,48,0.00027
0,4,-41,49,0.00176
0,4,-41,50,0.00154
0,4,-41,51,0.00266
0,4,-41,52,0.00062
0,4,-41,53,0.00113
0,4,-41,54,0.00048
0,4,-41,55,0.00079
0,4,-41,56,0.00222
0,4,-41,57,0.00724
0,4,-41,58,0.00548
0,4,-41,59,0.00349
0,4,-41,71,0.00071
0,4,-40,14,0.00040
0,4,-40,15,0.00207
0,4,-40,16,0.00116
0,4,-40,17,0.00194
0,4,-40,18,0.00027
0,4,-40,19,0.00109
0,4,-40,20,0.00048
0,4,-40,21,0.00032
0,4,-40,22,0.00025
0,4,-40,24,0.00036
0,4,-40,25,0.00044
0,4,-40,26,0.00816
0,4,-40,27,0.00971
0,4,-40,28,0.00261
0,4,-40,29,0.00351
0,4,-40,31,0.00602
0,4,-40,32,0.00742
0,4,-40,33,0.00139
0,4,-40,34,0.00446
0,4,-40,35,0.00352
0,4,-40,36,0.00256
0,4,-40,37,0.00386
0,4,-40,38,0.00123
0,4,-40,39,0.00235
0,4,-40,40,0.00775
0,4,-40,41,0.00538
0,4,-40,42,0.00503
0,4,-40,43,0.00752
0,4,-40,44,0.00482
0,4,-40,45,0.00174
0,4,-40,46,0.00093
0,4,-40,47,0.00313
0,4,-40,48,0.00397
0,4,-40,49,0.00095
0,4,-40,50,0.00130
0,4,-40,51,0.00052
0,4,-40,52,0.00037
0,4,-40,57,0.00070
0,4,-40,58,0.00252
0,4,-40,67,0.00178
0,4,-40,68,0.00355
0,4,-39,12,0.00051
0,4,-39,13,0.00232
0,4,-39,14,0.00043
0,4,-39,15,0.00094
0,4,-39,16,0.00107
0,4,-39,17,0.00052
0,4,-39,18,0.00069
0,4,-39,19,0.00051
0,4,-39,20,0.00040
0,4,-39,21,0.00148
0,4,-39,22,0.00034
0,4,-39,23,0.00026
0,4,-39,24,0.00027
0,4,-39,25,0.00046
0,4,-39,26,0.00096
0,4,-39,27,0.00301
0,4,-39,28,0.00218
0,4,-39,29,0.00511
0,4,-39,30,0.00274
0,4,-39,31,0.00099
0,4,-39,32,0.00160
0,4,-39,33,0.00405
0,4,-39,34,0.00659
0,4,-39,35,0.00286
0,4,-39,36,0.00618
0,4,-39,37,0.00321
0,4,-39,38,0.00654
0,4,-39,39,0.00694
0,4,-39,40,0.00801
0,4,-39,41,0.00652
0,4,-39,42,0.00436
0,4,-39,43,0.00068
0,4,-39,44,0.00284
0,4,-39,45,0.00183
0,4,-39,46,0.00113
0,4,-39,48,0.00073
0,4,-39,49,0.00140
0,4,-39,50,0.00108
0,4,-39,51,0.00028
0,4,-39,55,0.00045
0,4,-39,57,0.00081
0,4,-39,58,0.00051
0,4,-39,59,0.00112
0,4,-39,62,0.00071
0,4,-38,12,0.00268
0,4,-38,13,0.00230
0,4,-38,14,0.00331
0,4,-38,15,0.00045
0,4,-38,16,0.00049
0,4,-38,17,0.00122
0,4,-38,18,0.00151
0,4,-38,24,0.00056
0,4,-38,25,0.00055
0,4,-38,26,0.00185
0,4,-38,27,0.00214
0,4,-38,28,0.00258
0,4,-38,29,0.00344
0,4,-38,30,0.00335
0,4,-38,31,0.00265
0,4,-38,32,0.00179
0,4,-38,33,0.01644
0,4,-38,34,0.01123
0,4,-38,35,0.01725
0,4,-38,36,0.01113
0,4,-38,37,0.00349
0,4,-38,38,0.00225
0,4,-38,39,0.00106
0,4,-38,40,0.00103
0,4,-38,41,0.00569
0,4,-38,42,0.00208
0,4,-38,43,0.00179
0,4,-38,44,0.00081
0,4,-38,45,0.00057
0,4,-38,46,0.00043
0,4,-38,48,0.00157
0,4,-38,49,0.00234
0,4,-38,51,0.00410
0,4,-38,52,0.00243
0,4,-38,63,0.00160
0,4,-37,11,0.00028
0,4,-37,12,0.00410
0,4,-37,14,0.00610
0,4,-37,15,0.00119
0,4,-37,16,0.00069
0,4,-37,17,0.01018
0,4,-37,18,0.00095
0,4,-37,26,0.00055
0,4,-37,27,0.00063
0,4,-37,28,0.00348
0,4,-37,29,0.00521
0,4,-37,30,0.00395
0,4,-37,31,0.00048
0,4,-37,32,0.00145
0,4,-37,33,0.00559
0,4,-37,34,0.00055
0,4,-37,35,0.02339
0,4,-37,36,0.00279
0,4,-37,37,0.00173
0,4,-37,38,0.00036
0,4,-37,39,0.00702
0,4,-37,40,0.01447
0,4,-37,41,0.00036
0,4,-37,42,0.00093
0,4,-37,43,0.00089
0,4,-37,44,0.00597
0,4,-37,45,0.00137
0,4,-37,46,0.00132
0,4,-37,53,0.00058
0,4,-37,54,0.00054
0,4,-37,55,0.00040
0,4,-36,11,0.00076
0,4,-36,14,0.00038
0,4,-36,15,0.00118
0,4,-36,16,0.00115
0,4,-36,17,0.00692
0,4,-36,18,0.00601
0,4,-36,21,0.00219
0,4,-36,26,0.00040
0,4,-36,27,0.00221
0,4,-36,28,0.00074
0,4,-36,29,0.00145
0,4,-36,30,0.00068
0,4,-36,31,0.00080
0,4,-36,32,0.00257
0,4,-36,33,0.01296
0,4,-36,34,0.00039
0,4,-36,35,0.00202
0,4,-36,36,0.00571
0,4,-36,37,0.00240
0,4,-36,38,0.00091
0,4,-36,39,0.00929
0,4,-36,47,0.00163
0,4,-36,49,0.00241
0,4,-36,50,0.00058
0,4,-36,53,0.00124
0,4,-35,14,0.00080
0,4,-35,15,0.00075
0,4,-35,16,0.00051
0,4,-35,17,0.00040
0,4,-35,21,0.00078
0,4,-35,22,0.00082
0,4,-35,27,0.00146
0,4,-35,28,0.00050
0,4,-35,29,0.00033
0,4,-35,30,0.00052
0,4,-35,31,0.00184
0,4,-35,32,0.00101
0,4,-35,33,0.00217
0,4,-35,34,0.00073
0,4,-35,35,0.00250
0,4,-35,36,0.00037
0,4,-35,38,0.00025
0,4,-35,39,0.00310
0,4,-35,40,0.01685
0,4,-34,5,0.01805
0,4,-34,10,0.00030
0,4,-34,11,0.00057
0,4,-34,15,0.00161
0,4,-34,16,0.00027
0,4,-34,29,0.00038
0,4,-34,30,0.00047
0,4,-34,31,0.00074
0,4,-34,32,0.00056
0,4,-34,37,0.00139
0,4,-34,38,0.00030
0,4,-34,52,0.00090
0,4,-33,4,0.00487
0,4,-33,5,0.00836
0,4,-33,10,0.00031
0,4,-33,11,0.00035
0,4,-33,15,0.00055
0,4,-33,30,0.00028
0,4,-33,37,0.00031
0,4,-33,38,0.00025
0,4,-33,52,0.00232
0,4,-32,17,0.00026
0,4,-31,9,0.00039
0,4,-31,10,0.00077
0,4,-31,11,0.00030
0,4,-31,16,0.00073
0,4,-31,17,0.00058
0,4,-30,5,0.00555
0,4,-30,7,0.00038
0,4,-30,8,0.00045
0,4,-30,9,0.00151
0,4,-30,11,0.00126
0,4,-30,12,0.00030
0,4,-30,13,0.00120
0,4,-30,14,0.00038
0,4,-30,35,0.00095
0,4,-29,8,0.00126
0,4,-29,9,0.00072
0,4,-29,10,0.00092
0,4,-29,11,0.00299
0,4,-29,13,0.00217
0,4,-29,14,0.00062
0,4,-28,6,0.00027
0,4,-28,7,0.00086
0,4,-28,9,0.00029
0,4,-28,11,0.00146
0,4,-28,12,0.00248
0,4,-28,13,0.00030
0,4,-27,8,0.00140
0,4,-27,14,0.00126
0,4,-26,2,0.01388
0,4,-26,4,0.00486
0,4,-26,6,0.00849
0,4,-26,7,0.01048
0,4,-26,8,0.00766
0,4,-25,4,0.00416
0,4,-25,6,0.00576
0,4,-25,7,0.00069
0,4,-24,5,0.00209
0,4,-24,6,0.00775
0,4,-23,3,0.00106
0,4,-23,9,0.01111
0,4,-22,4,0.00143
0,4,-22,6,0.00102
0,4,-21,2,0.00347
0,4,-19,2,0.00833
0,4,-19,3,0.00625
0,6,-46,16,0.00101
0,6,-46,30,0.00040
0,6,-46,33,0.00032
0,6,-46,59,0.00028
0,6,-46,60,0.00031
0,6,-46,68,0.00026
0,6,-45,16,0.00082
0,6,-45,29,0.00065
0,6,-45,30,0.00109
0,6,-45,31,0.00027
0,6,-45,32,0.00135
0,6,-45,57,0.00042
0,6,-45,58,0.00107
0,6,-45,59,0.00116
0,6,-45,60,0.00088
0,6,-45,61,0.00107
0,6,-45,62,0.00110
0,6,-45,63,0.00118
0,6,-45,64,0.00073
0,6,-45,65,0.00027
0,6,-45,70,0.00028
0,6,-45,73,0.00044
0,6,-45,84,0.00027
0,6,-44,20,0.00028
0,6,-44,27,0.00081
0,6,-44,28,0.00044
0,6,-44,29,0.00274
0,6,-44,32,0.00036
0,6,-44,39,0.00141
0,6,-44,40,0.00072
0,6,-44,54,0.00030
0,6,-44,55,0.00028
0,6,-44,56,0.00095
0,6,-44,57,0.00145
0,6,-44,58,0.00278
0,6,-44,59,0.00206
0,6,-44,60,0.00191
0,6,-44,61,0.00212
0,6,-44,62,0.00228
0,6,-44,63,0.00075
0,6,-44,64,0.00090
0,6,-44,65,0.00044
0,6,-44,67,0.00028
0,6,-44,69,0.00050
0,6,-44,70,0.00038
0,6,-44,71,0.00076
0,6,-44,72,0.00037
0,6,-44,73,0.00084
0,6,-44,76,0.00028
0,6,-43,13,0.00033
0,6,-43,14,0.00065
0,6,-43,15,0.00044
0,6,-43,25,0.00059
0,6,-43,27,0.00062
0,6,-43,28,0.00052
0,6,-43,29,0.00049
0,6,-43,31,0.00060
0,6,-43,32,0.00216
0,6,-43,33,0.00169
0,6,-43,34,0.00110
0,6,-43,36,0.00036
0,6,-43,37,0.00029
0,6,-43,38,0.00078
0,6,-43,39,0.00162
0,6,-43,40,0.00146
0,6,-43,41,0.00093
0,6,-43,42,0.00059
0,6,-43,43,0.00081
0,6,-43,45,0.00031
0,6,-43,46,0.00032
0,6,-43,47,0.00039
0,6,-43,48,0.00041
0,6,-43,49,0.00029
0,6,-43,50,0.00064
0,6,-43,51,0.00087
0,6,-43,52,0.00080
0,6,-43,53,0.00186
0,6,-43,54,0.00186
0,6,-43,55,0.00120
0,6,-43,56,0.00223
0,6,-43,57,0.00234
0,6,-43,58,0.00290
0,6,-43,59,0.00437
0,6,-43,60,0.00160
0,6,-43,61,0.00112
0,6,-43,62,0.00216
0,6,-43,63,0.00137
0,6,-43,64,0.00205
0,6,-43,65,0.00164
0,6,-43,66,0.00043
0,6,-43,67,0.00110
0,6,-43,68,0.00049
0,6,-43,69,0.00080
0,6,-43,70,0.00161
0,6,-43,71,0.00038
0,6,-43,72,0.00078
0,6,-43,73,0.00106
0,6,-43,74,0.00141
0,6,-43,75,0.00050
0,6,-43,76,0.00037
0,6,-43,78,0.00052
0,6,-43,82,0.00038
0,6,-42,13,0.00058
0,6,-42,20,0.00038
0,6,-42,21,0.00042
0,6,-42,22,0.00051
0,6,-42,24,0.00044
0,6,-42,25,0.00093
0,6,-42,26,0.00078
0,6,-42,27,0.00195
0,6,-42,28,0.00107
0,6,-42,29,0.00052
0,6,-42,30,0.00027
0,6,-42,31,0.00208
0,6,-42,32,0.00334
0,6,-42,33,0.00302
0,6,-42,34,0.00224
0,6,-42,35,0.00126
0,6,-42,36,0.00147
0,6,-42,37,0.00113
0,6,-42,38,0.00305
0,6,-42,39,0.00229
0,6,-42,40,0.00114
0,6,-42,41,0.00096
0,6,-42,42,0.00144
0,6,-42,43,0.00179
0,6,-42,44,0.00361
0,6,-42,45,0.00411
0,6,-42,46,0.00253
0,6,-42,47,0.00179
0,6,-42,48,0.00169
0,6,-42,49,0.00093
0,6,-42,50,0.00234
0,6,-42,51,0.00376
0,6,-42,52,0.00143
0,6,-42,53,0.00211
0,6,-42,54,0.00183
0,6,-42,55,0.00217
0,6,-42,56,0.00347
0,6,-42,57,0.00250
0,6,-42,58,0.00189
0,6,-42,59,0.00282
0,6,-42,60,0.00381
0,6,-42,61,0.00412
0,6,-42,62,0.00194
0,6,-42,63,0.00117
0,6,-42,64,0.00168
0,6,-42,65,0.00165
0,6,-42,66,0.00050
0,6,-42,67,0.00099
0,6,-42,68,0.00289
0,6,-42,69,0.00025
0,6,-42,70,0.00076
0,6,-42,71,0.00057
0,6,-42,72,0.00034
0,6,-42,73,0.00046
0,6,-42,74,0.00051
0,6,-42,75,0.00029
0,6,-42,76,0.00094
0,6,-42,77,0.00083
0,6,-42,78,0.00074
0,6,-42,79,0.00099
0,6,-42,80,0.00056
0,6,-42,81,0.00061
0,6,-42,82,0.00048
0,6,-42,83,0.00062
0,6,-41,13,0.00038
0,6,-41,16,0.00032
0,6,-41,20,0.00060
0,6,-41,23,0.00049
0,6,-41,25,0.00044
0,6,-41,26,0.00041
0,6,-41,27,0.00221
0,6,-41,28,0.00412
0,6,-41,29,0.00123
0,6,-41,30,0.00052
0,6,-41,31,0.00228
0,6,-41,32,0.00178
0,6,-41,33,0.00210
0,6,-41,34,0.00159
0,6,-41,35,0.00053
0,6,-41,36,0.00129
0,6,-41,37,0.00063
0,6,-41,38,0.00219
0,6,-41,39,0.00219
0,6,-41,40,0.00112
0,6,-41,41,0.00247
0,6,-41,42,0.00302
0,6,-41,43,0.00254
0,6,-41,44,0.00386
0,6,-41,45,0.00349
0,6,-41,46,0.00589
0,6,-41,47,0.00326
0,6,-41,48,0.00318
0,6,-41,49,0.00295
0,6,-41,50,0.00349
0,6,-41,51,0.00262
0,6,-41,52,0.00243
0,6,-41,53,0.00238
0,6,-41,54,0.00297
0,6,-41,55,0.00153
0,6,-41,56,0.00137
0,6,-41,57,0.00188
0,6,-41,58,0.00170
0,6,-41,59,0.00217
0,6,-41,60,0.00328
0,6,-41,61,0.00162
0,6,-41,62,0.00059
0,6,-41,63,0.00146
0,6,-41,64,0.00208
0,6,-41,65,0.00201
0,6,-41,66,0.00179
0,6,-41,67,0.00071
0,6,-41,68,0.00121
0,6,-41,69,0.00218
0,6,-41,70,0.00202
0,6,-41,71,0.00155
0,6,-41,72,0.00116
0,6,-41,73,0.00028
0,6,-41,74,0.00030
0,6,-41,75,0.00041
0,6,-41,76,0.00071
0,6,-41,77,0.00067
0,6,-41,78,0.00046
0,6,-41,79,0.00039
0,6,-41,80,0.00047
0,6,-41,81,0.00027
0,6,-41,82,0.00050
0,6,-41,83,0.00068
0,6,-40,15,0.00035
0,6,-40,16,0.00042
0,6,-40,24,0.00028
0,6,-40,25,0.00082
0,6,-40,26,0.00043
0,6,-40,27,0.00102
0,6,-40,29,0.00041
0,6,-40,30,0.00054
0,6,-40,31,0.00221
0,6,-40,32,0.00126
0,6,-40,33,0.00365
0,6,-40,34,0.00059
0,6,-40,35,0.00117
0,6,-40,36,0.00119
0,6,-40,37,0.00171
0,6,-40,38,0.00207
0,6,-40,39,0.00271
0,6,-40,40,0.00317
0,6,-40,41,0.00248
0,6,-40,42,0.00220
0,6,-40,43,0.00207
0,6,-40,44,0.00287
0,6,-40,45,0.00338
0,6,-40,46,0.00187
0,6,-40,47,0.00317
0,6,-40,48,0.00275
0,6,-40,49,0.00319
0,6,-40,50,0.00314
0,6,-40,51,0.00222
0,6,-40,52,0.00145
0,6,-40,53,0.00150
0,6,-40,54,0.00157
0,6,-40,55,0.00082
0,6,-40,56,0.00048
0,6,-40,57,0.00314
0,6,-40,58,0.00139
0,6,-40,59,0.00183
0,6,-40,60,0.00150
0,6,-40,61,0.00087
0,6,-40,62,0.00086
0,6,-40,64,0.00104
0,6,-40,65,0.00068
0,6,-40,66,0.00128
0,6,-40,67,0.00158
0,6,-40,68,0.00029
0,6,-40,69,0.00035
0,6,-40,70,0.00054
0,6,-40,71,0.00081
0,6,-40,72,0.00085
0,6,-40,73,0.00083
0,6,-40,74,0.00085
0,6,-40,75,0.00039
0,6,-40,76,0.00055
0,6,-40,77,0.00048
0,6,-40,78,0.00036
0,6,-40,79,0.00042
0,6,-40,80,0.00048
0,6,-40,81,0.00065
0,6,-40,85,0.00061
0,6,-40,86,0.00042
0,6,-40,87,0.00039
0,6,-40,92,0.00027
0,6,-39,11,0.00063
0,6,-39,12,0.00122
0,6,-39,13,0.00033
0,6,-39,14,0.00044
0,6,-39,15,0.00029
0,6,-39,16,0.00030
0,6,-39,17,0.00059
0,6,-39,18,0.00029
0,6,-39,21,0.00029
0,6,-39,22,0.00038
0,6,-39,23,0.00027
0,6,-39,25,0.00056
0,6,-39,26,0.00099
0,6,-39,28,0.00034
0,6,-39,29,0.00026
0,6,-39,30,0.00043
0,6,-39,31,0.00130
0,6,-39,32,0.00361
0,6,-39,33,0.00131
0,6,-39,34,0.00155
0,6,-39,35,0.00053
0,6,-39,36,0.00065
0,6,-39,37,0.00091
0,6,-39,38,0.00399
0,6,-39,39,0.00276
0,6,-39,40,0.00189
0,6,-39,41,0.00277
0,6,-39,42,0.00297
0,6,-39,43,0.00356
0,6,-39,44,0.00796
0,6,-39,45,0.00085
0,6,-39,46,0.00102
0,6,-39,47,0.00058
0,6,-39,48,0.00043
0,6,-39,49,0.00046
0,6,-39,50,0.00167
0,6,-39,51,0.00147
0,6,-39,53,0.00050
0,6,-39,54,0.00108
0,6,-39,55,0.00109
0,6,-39,56,0.00164
0,6,-39,57,0.00393
0,6,-39,58,0.00299
0,6,-39,59,0.00312
0,6,-39,60,0.00195
0,6,-39,61,0.00034
0,6,-39,62,0.00026
0,6,-39,63,0.00062
0,6,-39,64,0.00160
0,6,-39,65,0.00348
0,6,-39,66,0.00085
0,6,-39,67,0.00085
0,6,-39,68,0.00055
0,6,-39,69,0.00058
0,6,-39,70,0.00025
0,6,-39,73,0.00045
0,6,-39,74,0.00041
0,6,-39,76,0.00041
0,6,-39,77,0.00046
0,6,-39,79,0.00067
0,6,-39,82,0.00035
0,6,-38,11,0.00141
0,6,-38,12,0.00122
0,6,-38,13,0.00036
0,6,-38,14,0.00035
0,6,-38,15,0.00041
0,6,-38,16,0.00072
0,6,-38,17,0.00035
0,6,-38,18,0.00091
0,6,-38,19,0.00042
0,6,-38,22,0.00034
0,6,-38,23,0.00067
0,6,-38,25,0.00151
0,6,-38,26,0.00070
0,6,-38,27,0.00026
0,6,-38,28,0.00050
0,6,-38,29,0.00100
0,6,-38,30,0.00078
0,6,-38,31,0.00138
0,6,-38,32,0.00190
0,6,-38,33,0.00543
0,6,-38,34,0.00242
0,6,-38,35,0.00051
0,6,-38,36,0.00228
0,6,-38,37,0.00201
0,6,-38,38,0.00316
0,6,-38,39,0.00113
0,6,-38,40,0.00186
0,6,-38,41,0.00376
0,6,-38,42,0.00209
0,6,-38,43,0.00338
0,6,-38,44,0.00238
0,6,-38,45,0.00151
0,6,-38,46,0.00164
0,6,-38,47,0.00191
0,6,-38,48,0.00072
0,6,-38,49,0.00156
0,6,-38,50,0.00151
0,6,-38,51,0.00089
0,6,-38,52,0.00081
0,6,-38,55,0.00189
0,6,-38,56,0.00078
0,6,-38,57,0.00055
0,6,-38,58,0.00154
0,6,-38,59,0.00099
0,6,-38,60,0.00110
0,6,-38,61,0.00267
0,6,-38,62,0.00078
0,6,-38,63,0.00062
0,6,-38,64,0.00035
0,6,-38,65,0.00080
0,6,-38,66,0.00082
0,6,-38,67,0.00079
0,6,-38,68,0.00162
0,6,-38,69,0.00079
0,6,-38,70,0.00038
0,6,-38,71,0.00035
0,6,-38,74,0.00041
0,6,-38,76,0.00056
0,6,-38,77,0.00084
0,6,-38,80,0.00043
0,6,-37,8,0.00052
0,6,-37,9,0.00026
0,6,-37,10,0.00091
0,6,-37,11,0.00068
0,6,-37,12,0.00166
0,6,-37,13,0.00032
0,6,-37,14,0.00081
0,6,-37,15,0.00076
0,6,-37,16,0.00047
0,6,-37,17,0.00145
0,6,-37,18,0.00044
0,6,-37,19,0.00048
0,6,-37,22,0.00070
0,6,-37,23,0.00065
0,6,-37,24,0.00049
0,6,-37,27,0.00052
0,6,-37,29,0.00073
0,6,-37,30,0.00051
0,6,-37,31,0.00097
0,6,-37,32,0.00099
0,6,-37,33,0.00071
0,6,-37,34,0.00061
0,6,-37,35,0.00724
0,6,-37,36,0.00455
0,6,-37,37,0.00306
0,6,-37,38,0.00394
0,6,-37,39,0.00190
0,6,-37,40,0.00142
0,6,-37,41,0.00130
0,6,-37,42,0.00602
0,6,-37,43,0.00043
0,6,-37,44,0.00283
0,6,-37,45,0.00100
0,6,-37,46,0.00236
0,6,-37,47,0.00478
0,6,-37,48,0.00062
0,6,-37,49,0.00034
0,6,-37,50,0.00037
0,6,-37,51,0.00044
0,6,-37,52,0.00100
0,6,-37,53,0.00069
0,6,-37,55,0.00150
0,6,-37,56,0.00026
0,6,-37,57,0.00048
0,6,-37,58,0.00039
0,6,-37,60,0.00043
0,6,-37,61,0.00081
0,6,-37,62,0.00079
0,6,-37,63,0.00046
0,6,-37,64,0.00103
0,6,-37,65,0.00078
0,6,-37,66,0.00059
0,6,-37,67,0.00031
0,6,-37,68,0.00068
0,6,-37,69,0.00081
0,6,-37,70,0.00031
0,6,-37,74,0.00027
0,6,-37,78,0.00040
0,6,-37,79,0.00036
0,6,-37,80,0.00065
0,6,-37,81,0.00028
0,6,-36,5,0.00043
0,6,-36,7,0.00034
0,6,-36,8,0.00039
0,6,-36,9,0.00052
0,6,-36,10,0.00082
0,6,-36,11,0.00067
0,6,-36,12,0.00106
0,6,-36,13,0.00070
0,6,-36,14,0.00055
0,6,-36,15,0.00168
0,6,-36,16,0.00135
0,6,-36,17,0.00027
0,6,-36,19,0.00036
0,6,-36,20,0.00026
0,6,-36,22,0.00025
0,6,-36,25,0.00036
0,6,-36,29,0.00053
0,6,-36,30,0.00222
0,6,-36,31,0.00224
0,6,-36,32,0.00086
0,6,-36,33,0.00104
0,6,-36,34,0.00103
0,6,-36,35,0.00076
0,6,-36,36,0.00063
0,6,-36,37,0.00314
0,6,-36,38,0.00098
0,6,-36,39,0.00235
0,6,-36,40,0.00052
0,6,-36,41,0.00048
0,6,-36,42,0.00395
0,6,-36,43,0.00131
0,6,-36,44,0.00126
0,6,-36,45,0.00289
0,6,-36,46,0.00183
0,6,-36,47,0.00291
0,6,-36,49,0.00038
0,6,-36,50,0.00076
0,6,-36,51,0.00118
0,6,-36,52,0.00034
0,6,-36,53,0.00186
0,6,-36,60,0.00037
0,6,-36,61,0.00087
