year,month,lat,lng,probability
0,6,7,138,0.00195
0,6,7,139,0.00100
0,6,7,140,0.01229
0,6,7,141,0.00290
0,6,7,142,0.00209
0,6,7,143,0.00087
0,6,7,148,0.00035
0,6,7,154,0.00029
0,6,7,155,0.00036
0,6,8,126,0.00027
0,6,8,127,0.00201
0,6,8,128,0.00056
0,6,8,129,0.00450
0,6,8,130,0.00044
0,6,8,131,0.00058
0,6,8,132,0.00225
0,6,8,133,0.00036
0,6,8,134,0.00489
0,6,8,135,0.00901
0,6,8,136,0.00074
0,6,8,137,0.00039
0,6,8,138,0.00102
0,6,8,139,0.00090
0,6,8,140,0.00126
0,6,8,141,0.00384
0,6,8,142,0.00421
0,6,8,143,0.04092
0,6,8,144,0.00338
0,6,8,145,0.00085
0,6,8,146,0.00092
0,6,8,151,0.00153
0,6,8,152,0.00089
0,6,8,153,0.00059
0,6,9,126,0.00046
0,6,9,127,0.00130
0,6,9,128,0.00036
0,6,9,129,0.00027
0,6,9,130,0.00764
0,6,9,131,0.01040
0,6,9,132,0.00402
0,6,9,133,0.00628
0,6,9,134,0.00258
0,6,9,135,0.01207
0,6,9,136,0.00669
0,6,9,137,0.01105
0,6,9,138,0.01760
0,6,9,139,0.00462
0,6,9,140,0.00048
0,6,9,141,0.00056
0,6,9,142,0.00066
0,6,9,143,0.00192
0,6,9,144,0.00032
0,6,9,145,0.00081
0,6,9,146,0.00030
0,6,9,151,0.00033
0,6,10,126,0.00098
0,6,10,127,0.00242
0,6,10,128,0.00595
0,6,10,129,0.00716
0,6,10,130,0.00138
0,6,10,131,0.00050
0,6,10,132,0.00104
0,6,10,133,0.00141
0,6,10,134,0.00061
0,6,10,135,0.00456
0,6,10,136,0.00771
0,6,10,137,0.00047
0,6,10,138,0.01455
0,6,10,139,0.01781
0,6,10,140,0.01910
0,6,10,141,0.00826
0,6,10,142,0.00027
0,6,11,126,0.00053
0,6,11,127,0.00087
0,6,11,128,0.00160
0,6,11,129,0.00042
0,6,11,130,0.00056
0,6,11,131,0.00102
0,6,11,132,0.00278
0,6,11,133,0.00085
0,6,11,134,0.00090
0,6,11,135,0.00082
0,6,11,136,0.00039
0,6,11,137,0.00033
0,6,11,138,0.00039
0,6,11,139,0.00035
0,6,11,140,0.00059
0,6,11,141,0.00032
0,6,11,142,0.00058
0,6,11,143,0.00026
0,6,11,145,0.00030
0,6,12,125,0.00030
0,6,12,126,0.00143
0,6,12,127,0.00221
0,6,12,128,0.00108
0,6,12,129,0.00656
0,6,12,130,0.00126
0,6,12,131,0.00140
0,6,12,132,0.00156
0,6,12,133,0.00058
0,6,12,134,0.00087
0,6,12,135,0.00109
0,6,12,136,0.00034
0,6,12,137,0.00027
0,6,12,138,0.00036
0,6,12,139,0.00054
0,6,12,140,0.00106
0,6,12,141,0.00037
0,6,12,143,0.00043
0,6,12,144,0.00029
0,6,12,145,0.00045
0,6,12,148,0.00039
0,6,13,124,0.00319
0,6,13,125,0.00122
0,6,13,126,0.00101
0,6,13,127,0.00087
0,6,13,128,0.00357
0,6,13,129,0.00378
0,6,13,130,0.00058
0,6,13,131,0.00195
0,6,13,132,0.00825
0,6,13,133,0.00074
0,6,13,134,0.00058
0,6,13,135,0.00328
