Date;Latitude;Longitude;cd1;cd2;cd3;cd4;wd1;wd2;wd3;wd4;SeaState;Source;Info;Comments;
11/07/2011;32,2027;-156,8332;6 957,08;21 280,47;5 320,12;;1,19;162,55;308,57;;4;H.Carson;NPG11-2;;
14/07/2011;39,1247;-156,9162;4 548,72;24 397,70;2 894,64;;1,98;74,6;6 083,67;;3;H.Carson;NPG11-3;;
14/07/2011;40,2005;-156,707;13 470,24;29 695,75;2 755,28;;1,07;109,38;84,92;;3;H.Carson;NPG11-4;;
15/07/2011;41,0398;-156,2367;16 016,88;66 276,76;3 313,84;;2,71;265,05;38,66;;1;H.Carson;NPG11-5;;
15/07/2011;41,3213;-155,7068;95 605,29;102 762,91;21 217,22;;11,61;170,66;150,82;;2;H.Carson;NPG11-6;;
15/07/2011;41,3388;-155,7317;47 068,59;45 234,75;0;;4,4;58,93;0;;2;H.Carson;NPG11-7;;
16/07/2011;41,2838;-154,2545;83 148,98;123 167,20;11 116,17;;16,01;168,08;280,57;;1;H.Carson;NPG11-8;;
17/07/2011;40,5463;-151,5393;4 703,68;9 407,35;335,98;;0,01;38,51;21 516,30;;1;H.Carson;NPG11-9;;
17/07/2011;40,5133;-150,16;59 575,71;9 637,25;876,11;;3,07;50,64;8,76;;2;H.Carson;NPG11-10;;
18/07/2011;40,4037;-148,0525;62 003,48;31 001,74;1 347,90;;3,59;40,89;2,25;;3;H.Carson;NPG11-11;;
18/07/2011;40,2372;-146,2703;38 712,74;5 211,33;0;;1,74;9,93;0;;4;H.Carson;NPG11-12;;
19/07/2011;40,0895;-144,4545;88 723,44;15 046,67;518,85;;3,63;22,36;0,52;;4;H.Carson;NPG11-13;;
20/07/2011;40,3673;-140,9322;53 751,77;9 406,56;0;;17,02;16,57;0;;4;H.Carson;NPG11-14;;
21/07/2011;42,0602;-137,5418;106 763,07;64 419,75;1 447,63;;4,7;2,53;25,33;;4;H.Carson;NPG11-15;;
22/07/2011;43,6962;-134,5772;27 369,63;9 519,87;0;;0,42;10,11;0;;4;H.Carson;NPG11-16;16;
