29/01/2011;-34,6837;-36,4507;15 609,13;52 773,71;0;;2,97;128,59;0;;2;M. Eriksen;SAG11-33;;
29/01/2011;-34,765;-37,5982;7 472,88;11 429,11;5 274,97;;1,32;66,82;143,74;;3;M. Eriksen;SAG11-34;;
30/01/2011;-34,6662;-38,8243;38 357,52;52 993,94;10 094,08;;4,9;125,72;1 090,16;;2;M. Eriksen;SAG11-35;;
31/01/2011;-34,807;-40,0783;90 716,98;36 208,92;9 733,58;;10,9;85,66;99,28;;2;M. Eriksen;SAG11-36;;
31/01/2011;-34,8687;-41,3467;85 525,19;177 892,40;10 263,02;;10,26;370,84;51,32;;3;M. Eriksen;SAG11-37;;
31/01/2011;-34,8428;-42,5657;3 303,52;8 809,38;1 651,76;;0,91;34,38;106,81;;2;M. Eriksen;SAG11-38;;
01/02/2011;-34,9098;-43,8572;4 569,06;8 176,21;1 202,38;;0,96;37,75;108,94;;4;M. Eriksen;SAG11-39;;
01/02/2011;-35,082;-45,0112;29 360,02;24 528,63;3 716,46;;4,09;47,94;66,15;;4;M. Eriksen;SAG11-40;;
02/02/2011;-34,9393;-46,2998;6 813,51;5 791,48;1 362,70;;1,02;42,41;82,44;;3;M. Eriksen;SAG11-41;;
02/02/2011;-35,1497;-47,8308;16 352,42;39 129,00;2 920,07;;2,34;68,33;224,85;;2;M. Eriksen;SAG11-42;;
03/02/2011;-34,7158;-49,213;4 695,80;10 220,26;828,67;;1,08;61,32;36,19;;2;M. Eriksen;SAG11-43;104;
