15/01/2011;-19,1813;-5,9712;1 923,81;961,91;480,95;;0,96;3,37;2,4;;3;M. Eriksen;SAG11-2;;
16/01/2011;-20,8803;-5,9975;0;3 692,48;263,75;;0;17,41;44,31;;3;M. Eriksen;SAG11-3;;
17/01/2011;-22,5407;-6,1887;2 336,06;11 346,57;1 001,17;;0,33;81,06;73,09;;1;M. Eriksen;SAG11-4;;
17/01/2011;-23,8528;-6,3298;9 386,58;8 645,54;0;;2,22;16,06;0;;1;M. Eriksen;SAG11-5;;
17/01/2011;-24,3825;-7,267;19 798,89;28 598,40;2 566,52;;2,57;107,43;34,83;;0;M. Eriksen;SAG11-6;;
18/01/2011;-24,9143;-8,2032;25 126,88;33 502,51;1 994,20;;4,39;108,88;264,83;;0;M. Eriksen;SAG11-7;;
18/01/2011;-25,3823;-9,2272;35 430,24;34 651,55;10 122,92;;8,57;41,66;52,56;;2;M. Eriksen;SAG11-8;;
18/01/2011;-25,8243;-10,2767;204 626,19;245 286,25;30 937,00;;34,03;380,97;236,45;;1;M. Eriksen;SAG11-9;;
19/01/2011;-26,2905;-11,288;45 604,35;42 021,15;2 605,96;;5,54;57,33;17,59;;2;M. Eriksen;SAG11-10;;
19/01/2011;-26,8388;-12,2565;18 937,54;34 568,53;3 607,15;;5,41;101,9;76,95;;2;M. Eriksen;SAG11-11;;
20/01/2011;-27,222;-13,266;5 946,33;17 839,00;495,53;;1,49;77,8;41,62;;3;M. Eriksen;SAG11-12;;
20/01/2011;-27,6412;-14,3013;88 575,59;147 823,48;17 478,13;;16,89;467,76;843,1;;1;M. Eriksen;SAG11-13;;
20/01/2011;-28,032;-15,3368;29 236,14;45 093,03;3 964,22;;5,45;279,48;229,92;;1;M. Eriksen;SAG11-14;;
21/01/2011;-28,3865;-16,3898;17 885,46;47 268,70;4 258,44;;5,2;150,32;692;;3;M. Eriksen;SAG11-15;;
21/01/2011;-28,832;-17,443;70 126,71;73 585,88;13 207,72;;12,26;227,68;120,44;;3;M. Eriksen;SAG11-16;;
22/01/2011;-29,1203;-18,5112;22 192,57;41 757,06;3 504,09;;5,26;234,77;145,71;;2;M. Eriksen;SAG11-17;;
22/01/2011;-29,5068;-19,5708;31 239,29;63 249,91;7 713,40;;8,41;214,43;40,11;;2;M. Eriksen;SAG11-18;;
22/01/2011;-29,9482;-20,712;21 597,53;65 178,27;5 785,05;;5,4;281,92;366;;2;M. Eriksen;SAG11-19;;
23/01/2011;-30,2798;-21,833;51 047,23;63 160,13;7 786,87;;9,08;158,33;665,78;;2;M. Eriksen;SAG11-20;;
23/01/2011;-30,5678;-22,9272;138 304,02;119 185,53;17 491,39;;21,15;292,88;163,93;;1;M. Eriksen;SAG11-21;;
23/01/2011;-30,896;-24,0645;211 384,90;167 844,93;43 539,97;;30,91;273,87;169,51;;1;M. Eriksen;SAG11-22;;
24/01/2011;-31,1353;-25,223;173 744,43;193 855,26;10 549,95;;21,43;287,49;60,99;;2;M. Eriksen;SAG11-23;;
24/01/2011;-31,4843;-26,3197;24 186,85;24 186,85;2 366,11;;2,63;58,36;31,55;;3;M. Eriksen;SAG11-24;;
25/01/2011;-31,6642;-27,5227;96 946,47;84 682,16;18 396,47;;13,72;307,16;101,62;;2;M. Eriksen;SAG11-25;;
25/01/2011;-31,94;-28,6897;47 474,76;42 199,79;0;;8,44;88,14;0;;1;M. Eriksen;SAG11-26;;
26/01/2011;-32,4768;-29,7142;82 179,24;90 939,46;21 274,83;;11,14;234,44;163,11;;2;M. Eriksen;SAG11-27;;
26/01/2011;-32,831;-30,8133;23 506,60;30 660,78;2 725,40;;3,75;65,07;209,52;;3;M. Eriksen;SAG11-28;;
27/01/2011;-33,2383;-32,0515;26 607,32;36 030,75;1 940,12;;4,43;138,03;185,14;;4;M. Eriksen;SAG11-29;;
27/01/2011;-33,4538;-33,1737;20 849,33;29 025,54;4 496,91;;3,03;87,89;150,85;;4;M. Eriksen;SAG11-30;;
27/01/2011;-33,687;-34,342;7 432,92;14 542,66;323,17;;0,97;80,15;17,13;;5;M. Eriksen;SAG11-31;;
28/01/2011;-33,9352;-35,503;545,08;2 725,40;272,54;;0,27;14,44;60,23;;5;M. Eriksen;SAG11-32;;
