07/06/2012;-17,9528;177,1627;;;;26,92;;;;538,65;1;J. Reisser;Southern Surveyor/ss2012_t03;1 styrofoam fragment, 6 hard plastic fragments;visual transects, 0.5-1 hour long, objects observed within 20m from the boat
07/06/2012;-18,2483;176,8459;;;;7,89;;;;144,65;2;J. Reisser;Southern Surveyor/ss2012_t03;2 plastic bags, 1 hard plastic fragment;visual transects, 0.5-1 hour long, objects observed within 20m from the boat
08/06/2012;-20,6834;174,2265;;;;0;;;;0;3;J. Reisser;Southern Surveyor/ss2012_t03;;visual transects, 0.5-1 hour long, objects observed within 20m from the boat
09/06/2012;-23,2345;171,2442;;;;0;;;;0;4;J. Reisser;Southern Surveyor/ss2012_t03;;visual transects, 0.5-1 hour long, objects observed within 20m from the boat
09/06/2012;-23,5707;170,7835;;;;0;;;;0;5;J. Reisser;Southern Surveyor/ss2012_t03;;visual transects, 0.5-1 hour long, objects observed within 20m from the boat
15/06/2012;-36,4095;154,3994;;;;0;;;;0;5;J. Reisser;Southern Surveyor/ss2012_t03;;visual transects, 0.5-1 hour long, objects observed within 20m from the boat
17/06/2012;-42,7485;148,5285;;;;0;;;;0;5;J. Reisser;Southern Surveyor/ss2012_t03;31;visual transects, 0.5-1 hour long, objects observed within 20m from the boat
