Date;Latitude;Longitude;cd1;cd2;cd3;cd4;wd1;wd2;wd3;wd4;SeaState;Source;Info;Comments;
26/07/2012;-16,5523;145,7586;1 240,89;2 895,40;413,63;0;;;;;2;J. Reisser;Enterprise/Austral Fisheries Transit;;trawl data
26/07/2012;-16,5347;145,7419;0;3 921,57;0;0;;;;;2;J. Reisser;Enterprise/Austral Fisheries Transit;;trawl data
27/07/2012;-15,0181;145,3881;0;2 304,10;0;0;;;;;4;J. Reisser;Enterprise/Austral Fisheries Transit;;trawl data
27/07/2012;-14,9985;145,3829;0;3 879,10;1 293,03;0;;;;;4;J. Reisser;Enterprise/Austral Fisheries Transit;;trawl data
27/07/2012;-14,9792;145,3785;0;12 070,31;1 448,44;0;;;;;4;J. Reisser;Enterprise/Austral Fisheries Transit;;trawl data
27/07/2012;-13,6473;144,0824;0;2 398,55;0;0;;;;;5;J. Reisser;Enterprise/Austral Fisheries Transit;;trawl data
27/07/2012;-13,632;144,0713;0;478,31;478,31;0;;;;;5;J. Reisser;Enterprise/Austral Fisheries Transit;;trawl data
27/07/2012;-13,6168;144,0593;0;1 831,89;0;0;;;;;5;J. Reisser;Enterprise/Austral Fisheries Transit;;trawl data
28/07/2012;-12,0222;143,2742;559,89;7 278,56;1 119,78;0;;;;;4;J. Reisser;Enterprise/Austral Fisheries Transit;;trawl data
28/07/2012;-12,0031;143,2817;0;2 870,35;717,59;0;;;;;4;J. Reisser;Enterprise/Austral Fisheries Transit;;trawl data
28/07/2012;-11,9875;143,2887;940,08;5 640,48;0;0;;;;;4;J. Reisser;Enterprise/Austral Fisheries Transit;;trawl data
28/07/2012;-10,7537;142,3313;0;3 500,37;437,55;0;;;;;4;J. Reisser;Enterprise/Austral Fisheries Transit;;trawl data
28/07/2012;-10,7735;142,3012;446,47;0;0;0;;;;;4;J. Reisser;Enterprise/Austral Fisheries Transit;;trawl data
28/07/2012;-10,7849;142,2847;0;921,75;460,87;0;;;;;4;J. Reisser;Enterprise/Austral Fisheries Transit;;trawl data
29/07/2012;-12,2716;141,6273;0;1 398,36;1 398,36;0;;;;;6;J. Reisser;Enterprise/Austral Fisheries Transit;;trawl data
29/07/2012;-12,2862;141,6233;0;520,09;1 040,17;0;;;;;6;J. Reisser;Enterprise/Austral Fisheries Transit;;trawl data
29/07/2012;-12,3042;141,6185;0;0;451,03;0;;;;;6;J. Reisser;Enterprise/Austral Fisheries Transit;;trawl data
30/07/2012;-15,4937;141,0434;0;0;0;0;;;;;4;J. Reisser;Enterprise/Austral Fisheries Transit;;trawl data
30/07/2012;-15,5085;141,0408;0;596,86;0;0;;;;;4;J. Reisser;Enterprise/Austral Fisheries Transit;;trawl data
30/07/2012;-15,5245;141,0381;0;0;0;0;;;;;4;J. Reisser;Enterprise/Austral Fisheries Transit;;trawl data
30/07/2012;-17,0539;140,7762;0;0;0;0;;;;;4;J. Reisser;Enterprise/Austral Fisheries Transit;;trawl data
30/07/2012;-17,0659;140,7736;0;0;0;0;;;;;4;J. Reisser;Enterprise/Austral Fisheries Transit;;trawl data
30/07/2012;-17,0782;140,7713;0;0;0;0;;;;;4;J. Reisser;Enterprise/Austral Fisheries Transit;24;trawl data
