5/26/2012;6,9782;92,5532;;;4,1;4,9;;;29;647,5;7,5;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
5/26/2012;7,1325;92,0312;;;12,6;8,7;;;55,7;2 273,90;7,5;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
5/26/2012;7,2746;91,5464;;;8,4;3,6;;;17,5;625,4;7,5;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
5/26/2012;7,4112;91,072;;;3,5;3,3;;;14,6;1 645,30;7;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
5/28/2012;8,7437;89,2574;;;2;0;;;15,7;0;6,5;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
5/28/2012;9,1083;89,1532;;;11,9;5,7;;;38,5;1 724,80;5,5;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
5/28/2012;9,4996;89,042;;;5,9;2;;;12,6;78,8;7;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
5/28/2012;9,928;88,9212;;;1,6;0,6;;;4,1;221,9;7;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
5/28/2012;10,3648;88,796;;;1,7;1,3;;;3,3;45,4;7,5;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
5/28/2012;10,799;88,6758;;;0,9;0,7;;;0,9;53,3;7;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
5/29/2012;11,8389;88,5981;;;0,8;0,6;;;1,6;46,7;7;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
5/29/2012;12,2929;88,7153;;;3,2;1,9;;;5,6;106,7;6,5;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
5/29/2012;12,7541;88,7501;;;1,6;0,4;;;1,6;358,5;6,5;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
5/30/2012;14,8168;89,0953;;;5,6;3,1;;;30,5;204,1;3,5;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
5/30/2012;15,2756;89,1725;;;1,7;0,7;;;14,6;50,4;5,5;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
06/01/2012;17,4716;89,5102;;;17,1;5,9;;;64,2;1 276,00;5,5;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
06/01/2012;18,016;89,5479;;;7,2;2,6;;;24,2;541,2;5,5;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
06/02/2012;17,9407;89,34;;;30;6,7;;;82,4;1 912,60;5,5;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
06/03/2012;18,03;89,6801;;;20,5;2,3;;;49,8;265,8;6;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
06/03/2012;17,5285;89,6424;;;5,9;4,7;;;23;2 228,90;6;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
06/05/2012;16,0351;87,959;;;7;0;;;21,8;0;6;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
06/05/2012;16,4799;87,8248;;;4,1;0;;;18,2;0;6,5;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
06/07/2012;16,0355;87,8699;;;7,4;2,2;;;17,5;41,1;6;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
06/08/2012;15,8782;88,2682;;;9,6;1,3;;;13,6;1 334,20;5,5;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
06/08/2012;15,5013;88,5533;;;1,6;0;;;8,2;0;4,5;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
06/08/2012;15,1337;88,83;;;6,7;0;;;13,3;0;4,5;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
06/09/2012;12,6874;88,7831;;;1,3;0,5;;;3,4;441,5;6;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
06/09/2012;12,14;88,7046;;;1,6;1,3;;;3,2;577,8;5;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
06/10/2012;9,3921;89,0742;;;1,3;0;;;11,3;0;7,5;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
06/10/2012;8,8436;89,2881;;;2,1;0,6;;;13,5;10,6;7;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
06/11/2012;8,2875;89,3885;;;0,8;0;;;12,5;0;7,5;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
06/11/2012;7,8646;89,5398;;;1,7;0;;;2,5;0;7;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
06/11/2012;7,4454;89,6913;;;1,7;1,3;;;5;105,5;7;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
06/11/2012;7,0296;89,8447;;;5,5;0,6;;;32,4;1 274,10;7;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
06/11/2012;6,7212;90,0107;;;1,6;1,3;;;3,3;99,1;7;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
06/12/2012;6,805;91,3838;;;0,8;0,7;;;1,7;52,1;6,5;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
06/12/2012;6,7124;91,8258;;;0;1,4;;;0;111,6;5,5;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
06/12/2012;6,628;92,2253;;;11,1;2,9;;;79,3;179,8;5,5;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
06/12/2012;6,547;92,624;;;13,9;5,8;;;89;1 948,00;6;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
06/12/2012;6,461;93,0193;;;24,6;2,9;;;144,9;221,3;6;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
06/12/2012;6,3811;93,4229;;;12,4;3,2;;;80,4;600,1;6,5;Peter Ryan;Bay of Bengal;;50 m transect, compensating for missed items
