Date;Latitude;Longitude;cd1;cd2;cd3;cd4;wd1;wd2;wd3;wd4;SeaState;Source;Info;Comments;
5/24/2012;2,4215;101,694;;;4 390,50;203,9;;;7 939,60;24 196,40;3;Peter Ryan;Straits of Malacca;;50 m transect, compensating for missed items
5/24/2012;2,6484;101,3775;;;2 324,30;118,4;;;4 508,30;12 865,30;1,5;Peter Ryan;Straits of Malacca;;50 m transect, compensating for missed items
5/24/2012;2,8568;100,9803;;;1 200,70;102,4;;;3 408,30;17 364,30;1,5;Peter Ryan;Straits of Malacca;;50 m transect, compensating for missed items
5/24/2012;3,1583;100,6398;;;236,3;20,5;;;637,6;3 667,00;1,5;Peter Ryan;Straits of Malacca;;50 m transect, compensating for missed items
5/24/2012;3,4716;100,2591;;;93,3;7,9;;;265,4;647,8;2,5;Peter Ryan;Straits of Malacca;;50 m transect, compensating for missed items
5/25/2012;5,5069;97,476;;;108,1;17,1;;;480,2;5 224,80;2,5;Peter Ryan;Straits of Malacca;;50 m transect, compensating for missed items
5/25/2012;5,6427;97,027;;;110,4;15,8;;;453,7;4 852,40;4,5;Peter Ryan;Straits of Malacca;;50 m transect, compensating for missed items
5/25/2012;5,7739;96,5858;;;135,4;10,2;;;416,2;2 440,10;8;Peter Ryan;Straits of Malacca;;50 m transect, compensating for missed items
5/25/2012;5,9026;96,1541;;;78,4;6,2;;;248;729,6;7;Peter Ryan;Straits of Malacca;;50 m transect, compensating for missed items
5/25/2012;6,0339;95,713;;;2,3;0,5;;;8,4;708,9;6,5;Peter Ryan;Straits of Malacca;;50 m transect, compensating for missed items
