07/08/2010;33,3667;-154,7333;;;;8,13;;;;416,76;;H. Carson;ENPG 2010;;
07/08/2010;33,5167;-154,8833;;;;13,95;;;;10 103,05;;H. Carson;ENPG 2010;;
08/08/2010;35,2167;-153,2667;;;;75,94;;;;14 958,41;;H. Carson;ENPG 2010;;
08/08/2010;35,2167;-153,2667;;;;32,54;;;;13 387,19;;H. Carson;ENPG 2010;;
09/08/2010;36,1;-151,7833;;;;131,72;;;;104 042,16;;H. Carson;ENPG 2010;;
09/08/2010;32,3333;-155,9333;;;;5,04;;;;113,34;;H. Carson;ENPG 2010;;
06/08/2010;31,6;-157,4333;;;;31,09;;;;2 176,74;;H. Carson;ENPG 2010;;
09/08/2010;36,2167;-151,5;;;;44,52;;;;14 718,12;;H. Carson;ENPG 2010;;
10/08/2010;37,1833;-148,6;;;;30,8;;;;12 096,02;;H. Carson;ENPG 2010;;
29/07/2010;23,25;-157,9833;;;;0;;;;0;;H. Carson;ENPG 2010;;
31/07/2010;27,1167;-157,0833;;;;0;;;;0;;H. Carson;ENPG 2010;;
08/01/2010;29,65;-156,0833;;;;5,88;;;;406,65;;H. Carson;ENPG 2010;;
01/08/2010;29,65;-156,0833;;;;17,64;;;;14 456,08;;H. Carson;ENPG 2010;;
03/08/2010;33,9;-155,0833;;;;4,58;;;;316,72;;H. Carson;ENPG 2010;;
03/08/2010;33,9;-155,0833;;;;9,16;;;;457,91;;H. Carson;ENPG 2010;;
04/08/2010;35,45;-154,5167;;;;6,24;;;;12 743,88;;H. Carson;ENPG 2010;;
06/08/2010;37,7333;-150,95;;;;4,05;;;;202,53;;H. Carson;ENPG 2010;;
09/08/2010;41,4333;-145,0333;;;;5,81;;;;290,29;;H. Carson;ENPG 2010;;
10/08/2010;41,9833;-143,2167;;;;0;;;;0;;H. Carson;ENPG 2010;;
27/07/2010;26,3833;-156,9333;;;;29,34;;;;1 907,73;;H. Carson;ENPG 2010;;
28/07/2010;27,8833;-155,5167;;;;28,94;;;;2 079,92;;H. Carson;ENPG 2010;;
29/07/2010;29,55;-153,5667;;;;13,48;;;;9 758,53;;H. Carson;ENPG 2010;;
30/07/2010;31,1167;-151,3333;;;;12,23;;;;672,45;;H. Carson;ENPG 2010;;
31/07/2010;32,7;-149,7333;;;;2,83;;;;141,44;;H. Carson;ENPG 2010;;
02/08/2010;36,25;-146,9333;;;;0;;;;0;;H. Carson;ENPG 2010;;
03/08/2010;37,6333;-146,0167;;;;0,7;;;;34,92;;H. Carson;ENPG 2010;;
04/08/2010;37,8667;-143,3333;;;;1,86;;;;627,97;;H. Carson;ENPG 2010;;
05/08/2010;38,0833;-141,0167;;;;1,44;;;;143,67;;H. Carson;ENPG 2010;;
06/08/2010;38,1667;-137,6833;;;;10,47;;;;717,39;;H. Carson;ENPG 2010;;
07/08/2010;38,3167;-134,7667;;;;0;;;;0;;H. Carson;ENPG 2010;;
08/08/2010;38,15;-132,2;;;;0,54;;;;42,95;;H. Carson;ENPG 2010;;
27/07/2010;23,25;-156,8833;;;;0;;;;0;;H. Carson;ENPG 2010;;
28/07/2010;24,5333;-155,1833;;;;0;;;;0;;H. Carson;ENPG 2010;;
29/07/2010;26,1167;-153,3167;;;;30,43;;;;1 521,46;;H. Carson;ENPG 2010;;
30/07/2010;27,8333;-151,3333;;;;4,79;;;;9 781,71;;H. Carson;ENPG 2010;;
31/07/2010;29,9667;-149,95;;;;19,55;;;;11 102,41;;H. Carson;ENPG 2010;;
01/08/2010;32,2667;-148,85;;;;0;;;;0;;H. Carson;ENPG 2010;;
08/08/2010;34,7167;-147,7333;;;;4,43;;;;1 490,86;;H. Carson;ENPG 2010;;
03/08/2010;36,4;-146,3667;;;;8,95;;;;3 012,77;;H. Carson;ENPG 2010;;
04/08/2010;36,7167;-143,9167;;;;8,47;;;;2 853,59;;H. Carson;ENPG 2010;;
05/08/2010;36,75;-141,3;;;;0;;;;0;;H. Carson;ENPG 2010;;
06/08/2010;36,9;-138,7667;;;;0;;;;0;;H. Carson;ENPG 2010;;
07/08/2010;37,3167;-135,8333;;;;0;;;;0;;H. Carson;ENPG 2010;;
02/08/2010;36,55;-148,9833;;;;102,33;;;;32 969,78;;H. Carson;ENPG 2010;;
03/08/2010;36,6333;-146,6167;;;;91,88;;;;11 054,42;;H. Carson;ENPG 2010;76;
