14/10/2013;-34,6706;14,1648;;;0;0;;;0;0;4;Peter Ryan;Cape Town to Antarctic;;50 m transect, compensating for missed items
15/10/2013;-35,1413;13,8047;;;0;0;;;0;0;3;Peter Ryan;Cape Town to Antarctic;;50 m transect, compensating for missed items
16/10/2013;-37,6615;11,8954;;;0;0;;;0;0;3;Peter Ryan;Cape Town to Antarctic;;50 m transect, compensating for missed items
17/10/2013;-38,516;11,2285;;;1,3;0,5;;;29;30,9;3;Peter Ryan;Cape Town to Antarctic;;50 m transect, compensating for missed items
18/10/2013;-39,1349;10,747;;;0;0;;;0;0;2;Peter Ryan;Cape Town to Antarctic;;50 m transect, compensating for missed items
19/10/2013;-42,421;8,0943;;;0;0;;;0;0;3;Peter Ryan;Cape Town to Antarctic;;50 m transect, compensating for missed items
20/10/2013;-42,9111;7,924;;;0;0;;;0;0;4;Peter Ryan;Cape Town to Antarctic;;50 m transect, compensating for missed items
21/10/2013;-44,7687;6,9207;;;0;0;;;0;0;4;Peter Ryan;Cape Town to Antarctic;;50 m transect, compensating for missed items
22/10/2013;-45,2704;6,4296;;;0;0;;;0;0;3;Peter Ryan;Cape Town to Antarctic;;50 m transect, compensating for missed items
23/10/2013;-45,7947;5,9112;;;0;0;;;0;0;3,5;Peter Ryan;Cape Town to Antarctic;;50 m transect, compensating for missed items
24/10/2013;-46,0923;5,6149;;;0;0;;;0;0;4;Peter Ryan;Cape Town to Antarctic;;50 m transect, compensating for missed items
25/10/2013;-47,8445;3,8884;;;0;0;;;0;0;4,5;Peter Ryan;Cape Town to Antarctic;;50 m transect, compensating for missed items
26/10/2013;-48,2773;3,4266;;;0;0;;;0;0;5;Peter Ryan;Cape Town to Antarctic;;50 m transect, compensating for missed items
27/10/2013;-48,6277;3,0318;;;0;0;;;0;0;4,5;Peter Ryan;Cape Town to Antarctic;;50 m transect, compensating for missed items
28/10/2013;-50,1534;1,3989;;;0;0;;;0;0;4;Peter Ryan;Cape Town to Antarctic;;50 m transect, compensating for missed items
29/10/2013;-50,677;0,8333;;;0;0;;;0;0;4;Peter Ryan;Cape Town to Antarctic;;50 m transect, compensating for missed items
30/10/2013;-51,1095;0,3423;;;0;0;;;0;0;4;Peter Ryan;Cape Town to Antarctic;;50 m transect, compensating for missed items
31/10/2013;-51,3656;0,0216;;;0;0;;;0;0;4;Peter Ryan;Cape Town to Antarctic;;50 m transect, compensating for missed items
01/11/2013;-54,0649;0,0003;;;0;0;;;0;0;4,5;Peter Ryan;Cape Town to Antarctic;;50 m transect, compensating for missed items
02/11/2013;-54,8832;0,0032;;;0;0;;;0;0;4,5;Peter Ryan;Cape Town to Antarctic;;50 m transect, compensating for missed items
03/11/2013;-57,7333;0,0024;;;0;0;;;0;0;4,5;Peter Ryan;Cape Town to Antarctic;;50 m transect, compensating for missed items
04/11/2013;-58,7641;0,0015;;;0;0;;;0;0;4,5;Peter Ryan;Cape Town to Antarctic;;50 m transect, compensating for missed items
05/11/2013;-59,4802;0,0118;;;0;0,2;;;0;114;4,5;Peter Ryan;Cape Town to Antarctic;;50 m transect, compensating for missed items
06/11/2013;-62,0155;0,005;;;0;0;;;0;0;3,5;Peter Ryan;Cape Town to Antarctic;;50 m transect, compensating for missed items
07/11/2013;-63,101;0,0002;;;0;0;;;0;0;3;Peter Ryan;Cape Town to Antarctic;64;50 m transect, compensating for missed items
