29/08/2010;-23,729;-37,4867;2 142,69;3 116,63;0;;0,53;23,76;0;;3;M. Eriksen;SAG10-2;;
29/08/2010;-23,8868;-36,6933;1 080,87;6 330,82;154,41;;0,19;61,13;1,85;;3;M. Eriksen;SAG10-3;;
30/08/2010;-24,1104;-33,9573;17 251,58;21 520,02;1 244,96;;1,6;126,81;4,62;;2;M. Eriksen;SAG10-4;;
31/08/2010;-23,0308;-30,8532;8 264,64;16 028,40;0;;0,93;104,94;0;;3;M. Eriksen;SAG10-5;;
01/09/2010;-22,297;-29,2472;1 051,23;2 803,27;1 051,23;;0,7;22,43;89;;5;M. Eriksen;SAG10-6;;
02/09/2010;-20,8268;-28,2509;1 313,45;2 189,08;0;;0,04;10,95;0;;4;M. Eriksen;SAG10-7;;
02/09/2010;-19,7983;-27,3385;1 868,85;4 360,64;0;;0,31;18,94;0;;3;M. Eriksen;SAG10-8;;
03/09/2010;-18,615;-26,1638;194,67;584,01;0;;0,02;1,95;0;;3;M. Eriksen;SAG10-9;;
03/09/2010;-17,887;-25,086;1 816,80;0;0;;1,09;0;0;;3;M. Eriksen;SAG10-10;;
04/09/2010;-16,9837;-23,7325;1 968,85;3 281,42;0;;0,16;2,26;0;;4;M. Eriksen;SAG10-11;;
04/09/2010;-16,2435;-22,5333;1 006,30;503,15;335,43;;0,07;3,22;4,51;;4;M. Eriksen;SAG10-12;;
05/09/2010;-13,9923;-20,739;0;4 488,90;320,64;;0;20,2;43,61;;4;M. Eriksen;SAG10-13;;
10/11/2010;-26,4261;-41,0363;0;1 973,57;845,81;;0;5,47;1,41;;4;M. Eriksen;SAG10-14;;
11/11/2010;-26,3881;-39,9167;363,39;5 087,42;1 453,55;;0,03;29;10,97;;4;M. Eriksen;SAG10-15;;
11/11/2010;-26,1893;-38,7646;503,15;2 515,76;503,15;;0,25;11,22;25,84;;4;M. Eriksen;SAG10-16;;
12/11/2010;-26,131;-37,5873;0;4 862,50;540,28;;0;31,74;57,16;;4;M. Eriksen;SAG10-17;;
12/11/2010;-25,9968;-36,4999;3 400,01;8 985,73;485,72;;0,31;51,56;40,53;;4;M. Eriksen;SAG10-18;;
13/11/2010;-25,8957;-35,3693;1 962,29;3 270,48;654,1;;0,36;6,87;11,05;;3;M. Eriksen;SAG10-19;;
13/11/2010;-25,801;-34,2127;0;14 090,91;0;;0;84,96;0;;3;M. Eriksen;SAG10-20;;
14/11/2010;-25,9165;-35,0814;1 206,33;6 433,74;4 423,19;;0,44;10,86;50,59;;3;M. Eriksen;SAG10-21;;
14/11/2010;-26,0782;-31,973;0;8 328,91;0;;0;80,11;0;;3;M. Eriksen;SAG10-22;;
16/11/2010;-26,3129;-31,0914;1 022,03;7 767,40;817,62;;0,04;57,58;122,87;;3;M. Eriksen;SAG10-23;;
17/11/2010;-26,4893;-30,029;2 289,34;9 320,88;654,1;;1,99;78,03;28,29;;4;M. Eriksen;SAG10-24;;
18/11/2010;-26,7957;-29,097;473,98;1 895,93;0;;0,33;18,84;0;;4;M. Eriksen;SAG10-25;;
18/11/2010;-26,6971;-28,091;137,42;2 336,06;549,66;;0,12;18,36;115,29;;4;M. Eriksen;SAG10-26;;
19/11/2010;-27,3323;-26,8913;893,57;3 797,69;446,79;;0,22;52,72;27,48;;5;M. Eriksen;SAG10-27;;
19/11/2010;-27,8835;-25,8982;1 514,11;3 677,13;216,3;;0,22;32,01;11,03;;5;M. Eriksen;SAG10-28;;
20/11/2010;-28,5773;-24,9763;268,07;3 216,87;804,22;;0,03;21,71;143,42;;6;M. Eriksen;SAG10-29;;
21/11/2010;-29,5155;-24,6103;545,08;2 725,40;0;;0,05;47,69;0;;6;M. Eriksen;SAG10-30;;
23/11/2010;-29,9658;-23,4819;1 054,99;7 121,21;527,5;;0,21;54,33;41,67;;5;M. Eriksen;SAG10-31;;
23/11/2010;-30,6643;-22,6652;0;2 725,40;817,62;;0;34,07;73,04;;5;M. Eriksen;SAG10-32;;
24/11/2010;-31,2527;-21,7331;3 270,48;11 298,03;1 189,27;;0,24;60,56;111,49;;4;M. Eriksen;SAG10-33;;
24/11/2010;-31,8705;-20,748;837,73;1 809,49;368,6;;0,18;11,03;12,57;;4;M. Eriksen;SAG10-34;;
24/11/2010;-32,5913;-19,948;4 769,45;37 474,29;4 769,45;;1,36;271,59;334;;2;M. Eriksen;SAG10-35;;
25/11/2010;-33,4867;-19,0997;8 687,22;38 325,98;4 088,10;;0,72;328,63;134,91;;2;M. Eriksen;SAG10-36;;
25/11/2010;-34,0419;-18,1859;817,62;45 377,96;817,62;;0,49;292,79;9,81;;2;M. Eriksen;SAG10-37;;
26/11/2010;-34,6048;-17,1887;116 236,40;146 897,18;17 847,32;;296,54;507,05;139,12;;2;M. Eriksen;SAG10-38;;
26/11/2010;-34,333;-15,9772;11 290,95;71 249,82;4 672,12;;2,88;358,47;137,36;;2;M. Eriksen;SAG10-39;;
27/11/2010;-34,065;-14,785;13 462,04;91 462,67;3 167,54;;4,91;371,95;38,6;;2;M. Eriksen;SAG10-40;;
27/11/2010;-33,5729;-13,7057;24 543,49;53 600,73;5 360,07;;4,23;160,24;26,8;;2;M. Eriksen;SAG10-41;;
27/11/2010;-33,2573;-12,4862;6 813,51;19 532,05;4 996,57;;1,14;39,15;334,09;;2;M. Eriksen;SAG10-42;;
27/11/2010;-32,9033;-11,3745;36 419,37;95 534,88;527,82;;7,92;368,94;16,89;;2;M. Eriksen;SAG10-43;;
28/11/2010;-32,607;-10,2;123 897,43;51 918,92;37 759,22;;21,24;106,2;118;;2;M. Eriksen;SAG10-44;;
28/11/2010;-32,3348;-9,2109;74 613,49;113 930,77;15 637,56;;19,97;329,95;1 398,94;;1;M. Eriksen;SAG10-45;;
29/11/2010;-31,6387;-8,0787;49 086,98;107 718,66;10 908,22;;11,93;794,46;37,43;;1;M. Eriksen;SAG10-46;;
29/11/2010;-31,9295;-6,989;1 855,89;14 847,09;8 042,17;;0,19;31,49;184,97;;1;M. Eriksen;SAG10-47;;
30/11/2010;-32,278;-5,9515;65 449,31;58 904,38;11 453,63;;8,48;65,6;289,61;;2;M. Eriksen;SAG10-48;;
30/11/2010;-32,618;-4,8462;0;55 189,41;3 406,75;;0;110,58;83,19;;2;M. Eriksen;SAG10-49;;
30/11/2010;-32,835;-3,6837;1 635,24;3 815,56;8 721,29;;0,38;20,6;94,63;;2;M. Eriksen;SAG10-50;;
01/12/2010;-33,043;-2,4258;47 450,75;83 993,28;6 544,93;;7,53;292,72;19,63;;2;M. Eriksen;SAG10-51;;
02/12/2010;-33,2157;-1,2692;3 270,48;57 233,46;8 176,21;;0,65;341,44;17,33;;3;M. Eriksen;SAG10-52;;
02/12/2010;-33,4173;0,0825;32 704,83;138 995,54;24 528,63;;6,7;566,12;288,37;;2;M. Eriksen;SAG10-53;;
02/12/2010;-33,6215;1,0787;1 090,16;8 721,29;4 905,73;;0,22;8,07;25,89;;1;M. Eriksen;SAG10-54;;
03/12/2010;-33,82;2,264;29 434,35;63 229,35;8 721,29;;5,01;257,88;63,28;;1;M. Eriksen;SAG10-55;;
03/12/2010;-34,0253;3,4618;1 635,24;15 262,26;0;;1,64;97,02;0;;3;M. Eriksen;SAG10-56;;
04/12/2010;-34,1586;4,8587;0;13 030,83;3 066,08;;0;157,06;91,83;;4;M. Eriksen;SAG10-57;;
04/12/2010;-34,3584;6,2549;19 089,38;59 995,20;2 727,05;;5,32;259,07;35,45;;4;M. Eriksen;SAG10-58;;
05/12/2010;-34,3065;7,1063;0;17 442,58;0;;0;101,49;0;;3;M. Eriksen;SAG10-59;;
05/12/2010;-34,0162;9,7782;2 180,32;4 360,64;0;;0,87;34,99;0;;3;M. Eriksen;SAG10-60;;
06/12/2010;-33,7817;11,3967;54 508,06;80 275,50;8 919,50;;12,78;903,35;125,86;;4;M. Eriksen;SAG10-61;;
