10/06/2011;-39,3162;163,5735;0;691,85;0;0;;;;;5;J. Reisser;Southern Surveyor/ss2011_t02;;trawl data
10/06/2011;-39,3195;163,5565;0;0;566,87;0;;;;;5;J. Reisser;Southern Surveyor/ss2011_t02;;trawl data
11/06/2011;-39,9554;160,4171;0;950,5;0;0;;;;;4;J. Reisser;Southern Surveyor/ss2011_t02;;trawl data
11/06/2011;-40,049;160,0994;0;2 198,21;0;0;;;;;4;J. Reisser;Southern Surveyor/ss2011_t02;;trawl data
11/06/2011;-40,0599;160,1041;0;811,49;405,75;0;;;;;4;J. Reisser;Southern Surveyor/ss2011_t02;;trawl data
12/06/2011;-40,6377;155,8846;0;1 424,67;0;0;;;;;4;J. Reisser;Southern Surveyor/ss2011_t02;;trawl data
12/06/2011;-40,6433;155,8671;0;3 254,64;0;0;;;;;4;J. Reisser;Southern Surveyor/ss2011_t02;;trawl data
12/06/2011;-40,6229;155,9181;0;0;0;0;;;;;4;J. Reisser;Southern Surveyor/ss2011_t02;;trawl data
13/06/2011;-41,1361;152,2775;0;786,09;0;0;;;;;3;J. Reisser;Southern Surveyor/ss2011_t02;;trawl data
13/06/2011;-41,1398;152,2646;0;0;0;0;;;;;3;J. Reisser;Southern Surveyor/ss2011_t02;;trawl data
13/06/2011;-41,1421;152,2508;905,08;905,08;0;0;;;;;3;J. Reisser;Southern Surveyor/ss2011_t02;;trawl data
