Date;Latitude;Longitude;cd1;cd2;cd3;cd4;wd1;wd2;wd3;wd4;SeaState;Source;Info;Comments;
16/09/2007;37,1755;-133,9495;32 472,93;68 218,32;14 348,50;;8,84;297,77;1 158,28;;4;C. Moore;NPG07-M002;;
18/09/2007;38,1515;-137,4531;118 621,69;97 000,01;14 282,21;;13,69;88,07;3 654,46;;3;C. Moore;NPG07-M004;;
20/09/2007;38,6913;-141,772;17 257,50;18 881,74;2 436,35;;1,89;35,9;37,76;;3;C. Moore;NPG07-M005;;
20/09/2007;38,6878;-142,0264;5 100,93;14 353,77;1 660,77;;1,87;22,04;224,67;;3;C. Moore;NPG07-M006;;
20/09/2007;38,641;-142,2665;9 619,48;12 488,45;928,2;;1,96;21,26;14,43;;3;C. Moore;NPG07-M007;;
21/09/2007;37,8664;-143,8151;16 235,81;255 134,23;11 597,01;;3,71;500,3;361,83;;4;C. Moore;NPG07-M008;;
22/09/2007;36,6822;-144,8449;82 044,72;391 763,53;28 202,87;;31,23;788,09;12 882,05;;4;C. Moore;NPG07-M010;;
22/09/2007;36,5084;-145,0356;20 917,25;107 991,36;7 296,71;;6,32;212,72;40,38;;3;C. Moore;NPG07-M012;;
24/09/2007;32,5488;-146,9627;22 362,54;60 773,50;7 498,03;;6,04;454,99;775,32;;4;C. Moore;NPG07-M013;;
24/09/2007;32,5205;-147,2988;13 741,98;61 151,82;17 177,48;;4,12;522,88;1 100,73;;4;C. Moore;NPG07-M015;;
26/09/2007;31,5611;-152,6133;5 382,34;29 710,54;6 028,23;;1,46;411;4 039,99;;3,5;C. Moore;NPG07-M018;;
27/09/2007;29,4539;-153,52;2 016,65;23 527,53;5 377,72;;0,81;289,86;494,62;;4;C. Moore;NPG07-M019;;
